,,Versienr,,1.00_G1ATST,1.00_G1ARER,1.00_G1ATOP,1.00_G2ATST,1.00_G2ARER,1.00_G2ATOP,1.00_LEEG,1.00_LEEG,1.00_LEEG,1.00_G3TST,1.00_G3RER,1.00_G3TOP
,,Code,,G1A_TST,G1A_RER,G1A_TOP,G2A_TST,G2A_RER,G2A_TOP,LEEG,LEEG,LEEG,G2C_TST,G2C_RER,G2C_TOP
,,Toepassingsjaar,,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010

CET,CEST
,van,tot
7-1-2010 12:00,7-1-2010 12:00,7-1-2010 13:00,-6.011111111,11.836,0.00001896,0.00003399,11.207,0.00002204,0.00004543,,,,11.207,0.0000220,0.0000454
7-1-2010 13:00,7-1-2010 13:00,7-1-2010 14:00,-6.011111111,11.636,0.00001902,0.00003089,11.107,0.00002170,0.00003754,,,,11.107,0.0000217,0.0000375
7-1-2010 14:00,7-1-2010 14:00,7-1-2010 15:00,-6.011111111,11.636,0.00001969,0.00002509,11.007,0.00002115,0.00003502,,,,11.007,0.0000212,0.0000350
7-1-2010 15:00,7-1-2010 15:00,7-1-2010 16:00,-6.011111111,11.836,0.00002114,0.00002752,11.207,0.00002041,0.00003288,,,,11.207,0.0000204,0.0000329
7-1-2010 16:00,7-1-2010 16:00,7-1-2010 17:00,-6.011111111,12.636,0.00002219,0.00003433,11.807,0.00001806,0.00003238,,,,11.807,0.0000181,0.0000324
7-1-2010 17:00,7-1-2010 17:00,7-1-2010 18:00,-6.011111111,13.036,0.00002240,0.00005306,11.707,0.00001644,0.00003920,,,,11.707,0.0000164,0.0000392
7-1-2010 18:00,7-1-2010 18:00,7-1-2010 19:00,-6.011111111,13.436,0.00002082,0.00005357,11.507,0.00001533,0.00004310,,,,11.507,0.0000153,0.0000431
7-1-2010 19:00,7-1-2010 19:00,7-1-2010 20:00,-6.011111111,13.236,0.00001973,0.00006180,11.207,0.00001478,0.00004587,,,,11.207,0.0000148,0.0000459
7-1-2010 20:00,7-1-2010 20:00,7-1-2010 21:00,-6.011111111,13.436,0.00001820,0.00005092,11.007,0.00001412,0.00004591,,,,11.007,0.0000141,0.0000459
7-1-2010 21:00,7-1-2010 21:00,7-1-2010 22:00,-6.011111111,13.136,0.00001723,0.00004310,11.007,0.00001381,0.00003572,,,,11.007,0.0000138,0.0000357
7-1-2010 22:00,7-1-2010 22:00,7-1-2010 23:00,-6.011111111,12.936,0.00001324,0.00003968,10.207,0.00001364,0.00003407,,,,10.207,0.0000136,0.0000341
7-1-2010 23:00,7-1-2010 23:00,8-1-2010 00:00,-6.011111111,13.236,0.00000739,0.00002394,10.907,0.00001202,0.00002650,,,,10.907,0.0000120,0.0000265
8-1-2010 00:00,8-1-2010 00:00,8-1-2010 01:00,-6.011111111,11.031,0.00000473,0.00002024,10.807,0.00001064,0.00002472,,,,10.807,0.0000106,0.0000247
8-1-2010 01:00,8-1-2010 01:00,8-1-2010 02:00,-6.011111111,10.731,0.00000496,0.00001324,10.107,0.00001266,0.00002798,,,,10.107,0.0000127,0.0000280
8-1-2010 02:00,8-1-2010 02:00,8-1-2010 03:00,-6.011111111,9.131,0.00000591,0.00001739,10.307,0.00001327,0.00003232,,,,10.307,0.0000133,0.0000323
8-1-2010 03:00,8-1-2010 03:00,8-1-2010 04:00,-6.011111111,8.531,0.00000711,0.00002025,10.807,0.00001380,0.00003252,,,,10.807,0.0000138,0.0000325
8-1-2010 04:00,8-1-2010 04:00,8-1-2010 05:00,-6.011111111,8.231,0.00000902,0.00002345,11.307,0.00001486,0.00003457,,,,11.307,0.0000149,0.0000346
8-1-2010 05:00,8-1-2010 05:00,8-1-2010 06:00,-6.011111111,10.131,0.00001221,0.00002576,12.407,0.00001665,0.00004411,,,,12.407,0.0000167,0.0000441
8-1-2010 06:00,8-1-2010 06:00,8-1-2010 07:00,-7.520833333,12.836,0.00001768,0.00005384,13.136,0.00002012,0.00005884,,,,13.136,0.0000201,0.0000588
8-1-2010 07:00,8-1-2010 07:00,8-1-2010 08:00,-7.520833333,13.136,0.00002067,0.00008000,11.836,0.00002324,0.00010073,,,,11.836,0.0000232,0.0001007
8-1-2010 08:00,8-1-2010 08:00,8-1-2010 09:00,-7.520833333,12.036,0.00002235,0.00008261,11.536,0.00002477,0.00009262,,,,11.536,0.0000248,0.0000926
8-1-2010 09:00,8-1-2010 09:00,8-1-2010 10:00,-7.520833333,11.536,0.00002288,0.00005966,14.536,0.00002266,0.00001715,,,,14.536,0.0000227,0.0000172
8-1-2010 10:00,8-1-2010 10:00,8-1-2010 11:00,-7.520833333,11.436,0.00002110,0.00004569,11.436,0.00002377,0.00005516,,,,11.436,0.0000238,0.0000552
8-1-2010 11:00,8-1-2010 11:00,8-1-2010 12:00,-7.520833333,11.636,0.00001942,0.00003687,11.236,0.00002325,0.00005152,,,,11.236,0.0000233,0.0000515
8-1-2010 12:00,8-1-2010 12:00,8-1-2010 13:00,-7.520833333,11.836,0.00001896,0.00003399,11.336,0.00002178,0.00004499,,,,11.336,0.0000218,0.0000450
8-1-2010 13:00,8-1-2010 13:00,8-1-2010 14:00,-7.520833333,11.636,0.00001902,0.00003089,11.236,0.00002147,0.00003883,,,,11.236,0.0000215,0.0000388
8-1-2010 14:00,8-1-2010 14:00,8-1-2010 15:00,-7.520833333,11.636,0.00001969,0.00002509,11.036,0.00002064,0.00003824,,,,11.036,0.0000206,0.0000382
8-1-2010 15:00,8-1-2010 15:00,8-1-2010 16:00,-7.520833333,11.836,0.00002114,0.00002752,11.336,0.00001947,0.00003250,,,,11.336,0.0000195,0.0000325
8-1-2010 16:00,8-1-2010 16:00,8-1-2010 17:00,-7.520833333,12.636,0.00002219,0.00003433,11.536,0.00001764,0.00003556,,,,11.536,0.0000176,0.0000356
8-1-2010 17:00,8-1-2010 17:00,8-1-2010 18:00,-7.520833333,13.036,0.00002240,0.00005306,11.536,0.00001603,0.00004079,,,,11.536,0.0000160,0.0000408
8-1-2010 18:00,8-1-2010 18:00,8-1-2010 19:00,-7.520833333,13.436,0.00002082,0.00005357,11.336,0.00001509,0.00004317,,,,11.336,0.0000151,0.0000432
8-1-2010 19:00,8-1-2010 19:00,8-1-2010 20:00,-7.520833333,13.236,0.00001973,0.00006180,11.036,0.00001488,0.00004610,,,,11.036,0.0000149,0.0000461
8-1-2010 20:00,8-1-2010 20:00,8-1-2010 21:00,-7.520833333,13.436,0.00001820,0.00005092,11.236,0.00001427,0.00004016,,,,11.236,0.0000143,0.0000402
8-1-2010 21:00,8-1-2010 21:00,8-1-2010 22:00,-7.520833333,13.136,0.00001723,0.00004310,11.036,0.00001338,0.00003899,,,,11.036,0.0000134,0.0000390
8-1-2010 22:00,8-1-2010 22:00,8-1-2010 23:00,-7.520833333,12.936,0.00001324,0.00003968,10.836,0.00001301,0.00003503,,,,10.836,0.0000130,0.0000350
8-1-2010 23:00,8-1-2010 23:00,9-1-2010 00:00,-7.520833333,13.236,0.00000739,0.00002394,10.636,0.00001303,0.00003211,,,,10.636,0.0000130,0.0000321
9-1-2010 00:00,9-1-2010 00:00,9-1-2010 01:00,-7.520833333,11.536,0.00000537,0.00002364,10.336,0.00001131,0.00003255,,,,10.336,0.0000113,0.0000326
9-1-2010 01:00,9-1-2010 01:00,9-1-2010 02:00,-7.520833333,11.536,0.00000496,0.00001482,10.236,0.00001233,0.00002878,,,,10.236,0.0000123,0.0000288
9-1-2010 02:00,9-1-2010 02:00,9-1-2010 03:00,-7.520833333,10.936,0.00000530,0.00001432,10.236,0.00001274,0.00003067,,,,10.236,0.0000127,0.0000307
9-1-2010 03:00,9-1-2010 03:00,9-1-2010 04:00,-7.520833333,10.736,0.00000581,0.00001474,10.436,0.00001309,0.00003224,,,,10.436,0.0000131,0.0000322
9-1-2010 04:00,9-1-2010 04:00,9-1-2010 05:00,-7.520833333,10.336,0.00000700,0.00001701,10.636,0.00001398,0.00003093,,,,10.636,0.0000140,0.0000309
9-1-2010 05:00,9-1-2010 05:00,9-1-2010 06:00,-7.520833333,10.736,0.00000944,0.00001933,10.836,0.00001525,0.00003400,,,,10.836,0.0000153,0.0000340
9-1-2010 06:00,9-1-2010 06:00,9-1-2010 07:00,-7.079166667,12.710,0.00001323,0.00002359,11.710,0.00001714,0.00003645,,,,11.710,0.0000171,0.0000365
9-1-2010 07:00,9-1-2010 07:00,9-1-2010 08:00,-7.079166667,12.810,0.00001955,0.00004660,12.310,0.00001748,0.00003925,,,,12.310,0.0000175,0.0000393
9-1-2010 08:00,9-1-2010 08:00,9-1-2010 09:00,-7.079166667,12.910,0.00002369,0.00006534,11.110,0.00001887,0.00005449,,,,11.110,0.0000189,0.0000545
9-1-2010 09:00,9-1-2010 09:00,9-1-2010 10:00,-7.079166667,13.210,0.00002495,0.00005087,11.310,0.00001946,0.00004614,,,,11.310,0.0000195,0.0000461
9-1-2010 10:00,9-1-2010 10:00,9-1-2010 11:00,-7.079166667,12.710,0.00002269,0.00004750,11.110,0.00001853,0.00004549,,,,11.110,0.0000185,0.0000455
9-1-2010 11:00,9-1-2010 11:00,9-1-2010 12:00,-7.079166667,13.210,0.00001990,0.00003344,11.110,0.00001740,0.00004258,,,,11.110,0.0000174,0.0000426
9-1-2010 12:00,9-1-2010 12:00,9-1-2010 13:00,-7.079166667,13.110,0.00001825,0.00003471,11.210,0.00001601,0.00003856,,,,11.210,0.0000160,0.0000386
9-1-2010 13:00,9-1-2010 13:00,9-1-2010 14:00,-7.079166667,13.210,0.00001764,0.00002524,11.310,0.00001502,0.00003468,,,,11.310,0.0000150,0.0000347
9-1-2010 14:00,9-1-2010 14:00,9-1-2010 15:00,-7.079166667,12.910,0.00001790,0.00002245,11.410,0.00001454,0.00003121,,,,11.410,0.0000145,0.0000312
9-1-2010 15:00,9-1-2010 15:00,9-1-2010 16:00,-7.079166667,13.010,0.00001882,0.00001931,11.410,0.00001477,0.00003073,,,,11.410,0.0000148,0.0000307
9-1-2010 16:00,9-1-2010 16:00,9-1-2010 17:00,-7.079166667,13.010,0.00002062,0.00002668,11.410,0.00001571,0.00003269,,,,11.410,0.0000157,0.0000327
9-1-2010 17:00,9-1-2010 17:00,9-1-2010 18:00,-7.079166667,13.210,0.00002135,0.00003925,11.110,0.00001569,0.00003655,,,,11.110,0.0000157,0.0000366
9-1-2010 18:00,9-1-2010 18:00,9-1-2010 19:00,-7.079166667,11.610,0.00001931,0.00009046,10.510,0.00001641,0.00004595,,,,10.510,0.0000164,0.0000460
9-1-2010 19:00,9-1-2010 19:00,9-1-2010 20:00,-7.079166667,11.410,0.00001808,0.00009759,10.210,0.00001680,0.00004580,,,,10.210,0.0000168,0.0000458
9-1-2010 20:00,9-1-2010 20:00,9-1-2010 21:00,-7.079166667,13.010,0.00001718,0.00005250,10.510,0.00001654,0.00003920,,,,10.510,0.0000165,0.0000392
9-1-2010 21:00,9-1-2010 21:00,9-1-2010 22:00,-7.079166667,12.910,0.00001678,0.00004130,10.410,0.00001678,0.00003420,,,,10.410,0.0000168,0.0000342
9-1-2010 22:00,9-1-2010 22:00,9-1-2010 23:00,-7.079166667,12.010,0.00001457,0.00004519,10.210,0.00001638,0.00003168,,,,10.210,0.0000164,0.0000317
9-1-2010 23:00,9-1-2010 23:00,10-1-2010 00:00,-7.079166667,12.310,0.00001016,0.00002960,9.710,0.00001648,0.00003055,,,,9.710,0.0000165,0.0000306
10-1-2010 00:00,10-1-2010 00:00,10-1-2010 01:00,-7.079166667,12.810,0.00000590,0.00001789,10.210,0.00001347,0.00002579,,,,10.210,0.0000135,0.0000258
10-1-2010 01:00,10-1-2010 01:00,10-1-2010 02:00,-7.079166667,10.710,0.00000579,0.00001705,10.110,0.00001463,0.00002209,,,,10.110,0.0000146,0.0000221
10-1-2010 02:00,10-1-2010 02:00,10-1-2010 03:00,-7.079166667,10.110,0.00000589,0.00001636,10.210,0.00001491,0.00002266,,,,10.210,0.0000149,0.0000227
10-1-2010 03:00,10-1-2010 03:00,10-1-2010 04:00,-7.079166667,10.810,0.00000600,0.00001332,9.110,0.00001696,0.00003179,,,,9.110,0.0000170,0.0000318
10-1-2010 04:00,10-1-2010 04:00,10-1-2010 05:00,-7.079166667,9.310,0.00000740,0.00001949,12.210,0.00001491,0.00000650,,,,12.210,0.0000149,0.0000065
10-1-2010 05:00,10-1-2010 05:00,10-1-2010 06:00,-7.079166667,9.210,0.00001053,0.00002345,10.410,0.00001787,0.00002972,,,,10.410,0.0000179,0.0000297
10-1-2010 06:00,10-1-2010 06:00,10-1-2010 07:00,-3.025,13.931,0.00001258,0.00000484,11.131,0.00001835,0.00004001,,,,11.131,0.0000184,0.0000400
10-1-2010 07:00,10-1-2010 07:00,10-1-2010 08:00,-3.025,13.431,0.00001802,0.00003081,11.431,0.00001860,0.00004746,,,,11.431,0.0000186,0.0000475
10-1-2010 08:00,10-1-2010 08:00,10-1-2010 09:00,-3.025,11.431,0.00002270,0.00009410,11.931,0.00001869,0.00004461,,,,11.931,0.0000187,0.0000446
10-1-2010 09:00,10-1-2010 09:00,10-1-2010 10:00,-3.025,13.431,0.00002443,0.00005967,11.931,0.00001765,0.00003570,,,,11.931,0.0000177,0.0000357
10-1-2010 10:00,10-1-2010 10:00,10-1-2010 11:00,-3.025,13.131,0.00002289,0.00005705,11.331,0.00001700,0.00003466,,,,11.331,0.0000170,0.0000347
10-1-2010 11:00,10-1-2010 11:00,10-1-2010 12:00,-3.025,13.231,0.00002141,0.00004379,11.131,0.00001528,0.00004170,,,,11.131,0.0000153,0.0000417
10-1-2010 12:00,10-1-2010 12:00,10-1-2010 13:00,-3.025,13.231,0.00001944,0.00003877,11.831,0.00001392,0.00003302,,,,11.831,0.0000139,0.0000330
10-1-2010 13:00,10-1-2010 13:00,10-1-2010 14:00,-3.025,13.031,0.00001854,0.00002968,11.131,0.00001430,0.00003121,,,,11.131,0.0000143,0.0000312
10-1-2010 14:00,10-1-2010 14:00,10-1-2010 15:00,-3.025,12.231,0.00001878,0.00002696,11.031,0.00001422,0.00003039,,,,11.031,0.0000142,0.0000304
10-1-2010 15:00,10-1-2010 15:00,10-1-2010 16:00,-3.025,12.031,0.00001962,0.00002343,11.031,0.00001460,0.00002974,,,,11.031,0.0000146,0.0000297
10-1-2010 16:00,10-1-2010 16:00,10-1-2010 17:00,-3.025,12.131,0.00002089,0.00002770,10.731,0.00001605,0.00003254,,,,10.731,0.0000161,0.0000325
10-1-2010 17:00,10-1-2010 17:00,10-1-2010 18:00,-3.025,12.331,0.00002118,0.00003968,10.131,0.00001742,0.00004019,,,,10.131,0.0000174,0.0000402
10-1-2010 18:00,10-1-2010 18:00,10-1-2010 19:00,-3.025,13.031,0.00001990,0.00003788,10.431,0.00001708,0.00004145,,,,10.431,0.0000171,0.0000415
10-1-2010 19:00,10-1-2010 19:00,10-1-2010 20:00,-3.025,11.931,0.00001792,0.00006828,9.331,0.00001854,0.00005101,,,,9.331,0.0000185,0.0000510
10-1-2010 20:00,10-1-2010 20:00,10-1-2010 21:00,-3.025,11.331,0.00001790,0.00006500,10.131,0.00001744,0.00004194,,,,10.131,0.0000174,0.0000419
10-1-2010 21:00,10-1-2010 21:00,10-1-2010 22:00,-3.025,12.131,0.00001687,0.00004263,10.631,0.00001668,0.00003285,,,,10.631,0.0000167,0.0000329
10-1-2010 22:00,10-1-2010 22:00,10-1-2010 23:00,-3.025,11.031,0.00001334,0.00004865,10.231,0.00001647,0.00003065,,,,10.231,0.0000165,0.0000307
10-1-2010 23:00,10-1-2010 23:00,11-1-2010 00:00,-3.025,13.031,0.00000750,0.00001963,8.931,0.00001715,0.00003671,,,,8.931,0.0000172,0.0000367
11-1-2010 00:00,11-1-2010 00:00,11-1-2010 01:00,-3.025,11.031,0.00000473,0.00002024,9.031,0.00001530,0.00003488,,,,9.031,0.0000153,0.0000349
11-1-2010 01:00,11-1-2010 01:00,11-1-2010 02:00,-3.025,10.731,0.00000496,0.00001324,9.331,0.00001636,0.00003550,,,,9.331,0.0000164,0.0000355
11-1-2010 02:00,11-1-2010 02:00,11-1-2010 03:00,-3.025,9.131,0.00000591,0.00001739,9.531,0.00001733,0.00003812,,,,9.531,0.0000173,0.0000381
11-1-2010 03:00,11-1-2010 03:00,11-1-2010 04:00,-3.025,8.531,0.00000711,0.00002025,10.531,0.00001745,0.00003861,,,,10.531,0.0000175,0.0000386
11-1-2010 04:00,11-1-2010 04:00,11-1-2010 05:00,-3.025,8.231,0.00000902,0.00002345,11.231,0.00001780,0.00004553,,,,11.231,0.0000178,0.0000455
11-1-2010 05:00,11-1-2010 05:00,11-1-2010 06:00,-3.025,10.131,0.00001221,0.00002576,13.131,0.00001809,0.00004048,,,,13.131,0.0000181,0.0000405
11-1-2010 06:00,11-1-2010 06:00,11-1-2010 07:00,-2.119444444,12.836,0.00001768,0.00005384,15.183,0.00001931,0.00004443,,,,15.183,0.0000193,0.0000444
11-1-2010 07:00,11-1-2010 07:00,11-1-2010 08:00,-2.119444444,13.136,0.00002067,0.00008000,14.983,0.00002209,0.00005923,,,,14.983,0.0000221,0.0000592
11-1-2010 08:00,11-1-2010 08:00,11-1-2010 09:00,-2.119444444,12.036,0.00002235,0.00008261,14.483,0.00002446,0.00004483,,,,14.483,0.0000245,0.0000448
11-1-2010 09:00,11-1-2010 09:00,11-1-2010 10:00,-2.119444444,11.536,0.00002288,0.00005966,12.983,0.00002415,0.00005414,,,,12.983,0.0000242,0.0000541
11-1-2010 10:00,11-1-2010 10:00,11-1-2010 11:00,-2.119444444,11.436,0.00002110,0.00004569,12.783,0.00002320,0.00004524,,,,12.783,0.0000232,0.0000452
11-1-2010 11:00,11-1-2010 11:00,11-1-2010 12:00,-2.119444444,11.636,0.00001942,0.00003687,12.483,0.00002219,0.00003943,,,,12.483,0.0000222,0.0000394
11-1-2010 12:00,11-1-2010 12:00,11-1-2010 13:00,-2.119444444,11.836,0.00001896,0.00003399,12.383,0.00002098,0.00003273,,,,12.383,0.0000210,0.0000327
11-1-2010 13:00,11-1-2010 13:00,11-1-2010 14:00,-2.119444444,11.636,0.00001902,0.00003089,12.083,0.00002039,0.00003024,,,,12.083,0.0000204,0.0000302
11-1-2010 14:00,11-1-2010 14:00,11-1-2010 15:00,-2.119444444,11.636,0.00001969,0.00002509,11.983,0.00001973,0.00002789,,,,11.983,0.0000197,0.0000279
11-1-2010 15:00,11-1-2010 15:00,11-1-2010 16:00,-2.119444444,11.836,0.00002114,0.00002752,11.883,0.00001927,0.00002851,,,,11.883,0.0000193,0.0000285
11-1-2010 16:00,11-1-2010 16:00,11-1-2010 17:00,-2.119444444,12.636,0.00002219,0.00003433,12.183,0.00001730,0.00003134,,,,12.183,0.0000173,0.0000313
11-1-2010 17:00,11-1-2010 17:00,11-1-2010 18:00,-2.119444444,13.036,0.00002240,0.00005306,12.083,0.00001642,0.00003195,,,,12.083,0.0000164,0.0000320
11-1-2010 18:00,11-1-2010 18:00,11-1-2010 19:00,-2.119444444,13.436,0.00002082,0.00005357,11.583,0.00001573,0.00003916,,,,11.583,0.0000157,0.0000392
11-1-2010 19:00,11-1-2010 19:00,11-1-2010 20:00,-2.119444444,13.236,0.00001973,0.00006180,11.683,0.00001556,0.00003405,,,,11.683,0.0000156,0.0000341
11-1-2010 20:00,11-1-2010 20:00,11-1-2010 21:00,-2.119444444,13.436,0.00001820,0.00005092,11.683,0.00001512,0.00003087,,,,11.683,0.0000151,0.0000309
11-1-2010 21:00,11-1-2010 21:00,11-1-2010 22:00,-2.119444444,13.136,0.00001723,0.00004310,11.583,0.00001443,0.00002837,,,,11.583,0.0000144,0.0000284
11-1-2010 22:00,11-1-2010 22:00,11-1-2010 23:00,-2.119444444,12.936,0.00001324,0.00003968,10.783,0.00001411,0.00002749,,,,10.783,0.0000141,0.0000275
11-1-2010 23:00,11-1-2010 23:00,12-1-2010 00:00,-2.119444444,13.236,0.00000739,0.00002394,10.583,0.00001369,0.00002368,,,,10.583,0.0000137,0.0000237
12-1-2010 00:00,12-1-2010 00:00,12-1-2010 01:00,-2.119444444,11.031,0.00000473,0.00002024,10.583,0.00001219,0.00002383,,,,10.583,0.0000122,0.0000238
12-1-2010 01:00,12-1-2010 01:00,12-1-2010 02:00,-2.119444444,10.731,0.00000496,0.00001324,8.383,0.00001538,0.00003796,,,,8.383,0.0000154,0.0000380
12-1-2010 02:00,12-1-2010 02:00,12-1-2010 03:00,-2.119444444,9.131,0.00000591,0.00001739,10.283,0.00001512,0.00002601,,,,10.283,0.0000151,0.0000260
12-1-2010 03:00,12-1-2010 03:00,12-1-2010 04:00,-2.119444444,8.531,0.00000711,0.00002025,10.883,0.00001542,0.00002735,,,,10.883,0.0000154,0.0000274
12-1-2010 04:00,12-1-2010 04:00,12-1-2010 05:00,-2.119444444,8.231,0.00000902,0.00002345,11.083,0.00001717,0.00003306,,,,11.083,0.0000172,0.0000331
12-1-2010 05:00,12-1-2010 05:00,12-1-2010 06:00,-2.119444444,10.131,0.00001221,0.00002576,12.283,0.00001841,0.00004085,,,,12.283,0.0000184,0.0000409
12-1-2010 06:00,12-1-2010 06:00,12-1-2010 07:00,-3.9875,12.836,0.00001768,0.00005384,12.393,0.00002152,0.00006624,,,,12.393,0.0000215,0.0000662
12-1-2010 07:00,12-1-2010 07:00,12-1-2010 08:00,-3.9875,13.136,0.00002067,0.00008000,12.393,0.00002411,0.00008672,,,,12.393,0.0000241,0.0000867
12-1-2010 08:00,12-1-2010 08:00,12-1-2010 09:00,-3.9875,12.036,0.00002235,0.00008261,12.293,0.00002516,0.00007374,,,,12.293,0.0000252,0.0000737
12-1-2010 09:00,12-1-2010 09:00,12-1-2010 10:00,-3.9875,11.536,0.00002288,0.00005966,12.293,0.00002415,0.00005440,,,,12.293,0.0000242,0.0000544
12-1-2010 10:00,12-1-2010 10:00,12-1-2010 11:00,-3.9875,11.436,0.00002110,0.00004569,11.993,0.00002380,0.00004553,,,,11.993,0.0000238,0.0000455
12-1-2010 11:00,12-1-2010 11:00,12-1-2010 12:00,-3.9875,11.636,0.00001942,0.00003687,11.793,0.00002317,0.00003982,,,,11.793,0.0000232,0.0000398
12-1-2010 12:00,12-1-2010 12:00,12-1-2010 13:00,-3.9875,11.836,0.00001896,0.00003399,11.793,0.00002177,0.00003714,,,,11.793,0.0000218,0.0000371
12-1-2010 13:00,12-1-2010 13:00,12-1-2010 14:00,-3.9875,11.636,0.00001902,0.00003089,11.693,0.00002082,0.00003228,,,,11.693,0.0000208,0.0000323
12-1-2010 14:00,12-1-2010 14:00,12-1-2010 15:00,-3.9875,11.636,0.00001969,0.00002509,11.693,0.00002032,0.00002875,,,,11.693,0.0000203,0.0000288
12-1-2010 15:00,12-1-2010 15:00,12-1-2010 16:00,-3.9875,11.836,0.00002114,0.00002752,11.593,0.00001968,0.00002967,,,,11.593,0.0000197,0.0000297
12-1-2010 16:00,12-1-2010 16:00,12-1-2010 17:00,-3.9875,12.636,0.00002219,0.00003433,11.893,0.00001789,0.00003084,,,,11.893,0.0000179,0.0000308
12-1-2010 17:00,12-1-2010 17:00,12-1-2010 18:00,-3.9875,13.036,0.00002240,0.00005306,11.993,0.00001624,0.00003312,,,,11.993,0.0000162,0.0000331
12-1-2010 18:00,12-1-2010 18:00,12-1-2010 19:00,-3.9875,13.436,0.00002082,0.00005357,11.993,0.00001501,0.00003550,,,,11.993,0.0000150,0.0000355
12-1-2010 19:00,12-1-2010 19:00,12-1-2010 20:00,-3.9875,13.236,0.00001973,0.00006180,11.893,0.00001501,0.00003533,,,,11.893,0.0000150,0.0000353
12-1-2010 20:00,12-1-2010 20:00,12-1-2010 21:00,-3.9875,13.436,0.00001820,0.00005092,11.693,0.00001461,0.00003408,,,,11.693,0.0000146,0.0000341
12-1-2010 21:00,12-1-2010 21:00,12-1-2010 22:00,-3.9875,13.136,0.00001723,0.00004310,11.293,0.00001412,0.00003153,,,,11.293,0.0000141,0.0000315
12-1-2010 22:00,12-1-2010 22:00,12-1-2010 23:00,-3.9875,12.936,0.00001324,0.00003968,10.893,0.00001342,0.00002675,,,,10.893,0.0000134,0.0000268
12-1-2010 23:00,12-1-2010 23:00,13-1-2010 00:00,-3.9875,13.236,0.00000739,0.00002394,10.093,0.00001374,0.00002785,,,,10.093,0.0000137,0.0000279
13-1-2010 00:00,13-1-2010 00:00,13-1-2010 01:00,-3.9875,11.031,0.00000473,0.00002024,8.493,0.00001355,0.00003599,,,,8.493,0.0000136,0.0000360
13-1-2010 01:00,13-1-2010 01:00,13-1-2010 02:00,-3.9875,10.731,0.00000496,0.00001324,8.393,0.00001504,0.00003792,,,,8.393,0.0000150,0.0000379
13-1-2010 02:00,13-1-2010 02:00,13-1-2010 03:00,-3.9875,9.131,0.00000591,0.00001739,9.893,0.00001467,0.00003063,,,,9.893,0.0000147,0.0000306
13-1-2010 03:00,13-1-2010 03:00,13-1-2010 04:00,-3.9875,8.531,0.00000711,0.00002025,10.093,0.00001578,0.00003428,,,,10.093,0.0000158,0.0000343
13-1-2010 04:00,13-1-2010 04:00,13-1-2010 05:00,-3.9875,8.231,0.00000902,0.00002345,11.193,0.00001662,0.00003030,,,,11.193,0.0000166,0.0000303
13-1-2010 05:00,13-1-2010 05:00,13-1-2010 06:00,-3.9875,10.131,0.00001221,0.00002576,12.193,0.00001804,0.00004086,,,,12.193,0.0000180,0.0000409
13-1-2010 06:00,13-1-2010 06:00,13-1-2010 07:00,-6.468055556,12.836,0.00001768,0.00005384,14.396,0.00002005,0.00003680,,,,14.396,0.0000201,0.0000368
13-1-2010 07:00,13-1-2010 07:00,13-1-2010 08:00,-6.468055556,13.136,0.00002067,0.00008000,12.896,0.00002252,0.00008776,,,,12.896,0.0000225,0.0000878
13-1-2010 08:00,13-1-2010 08:00,13-1-2010 09:00,-6.468055556,12.036,0.00002235,0.00008261,11.496,0.00002459,0.00009549,,,,11.496,0.0000246,0.0000955
13-1-2010 09:00,13-1-2010 09:00,13-1-2010 10:00,-6.468055556,11.536,0.00002288,0.00005966,14.096,0.00002296,0.00002184,,,,14.096,0.0000230,0.0000218
13-1-2010 10:00,13-1-2010 10:00,13-1-2010 11:00,-6.468055556,11.436,0.00002110,0.00004569,12.496,0.00002270,0.00003991,,,,12.496,0.0000227,0.0000399
13-1-2010 11:00,13-1-2010 11:00,13-1-2010 12:00,-6.468055556,11.636,0.00001942,0.00003687,10.996,0.00002279,0.00005487,,,,10.996,0.0000228,0.0000549
13-1-2010 12:00,13-1-2010 12:00,13-1-2010 13:00,-6.468055556,11.836,0.00001896,0.00003399,10.996,0.00002144,0.00004690,,,,10.996,0.0000214,0.0000469
13-1-2010 13:00,13-1-2010 13:00,13-1-2010 14:00,-6.468055556,11.636,0.00001902,0.00003089,10.896,0.00002099,0.00004070,,,,10.896,0.0000210,0.0000407
13-1-2010 14:00,13-1-2010 14:00,13-1-2010 15:00,-6.468055556,11.636,0.00001969,0.00002509,10.696,0.00002127,0.00003527,,,,10.696,0.0000213,0.0000353
13-1-2010 15:00,13-1-2010 15:00,13-1-2010 16:00,-6.468055556,11.836,0.00002114,0.00002752,10.696,0.00002047,0.00003664,,,,10.696,0.0000205,0.0000366
13-1-2010 16:00,13-1-2010 16:00,13-1-2010 17:00,-6.468055556,12.636,0.00002219,0.00003433,11.096,0.00001906,0.00003665,,,,11.096,0.0000191,0.0000367
13-1-2010 17:00,13-1-2010 17:00,13-1-2010 18:00,-6.468055556,13.036,0.00002240,0.00005306,11.196,0.00001678,0.00004337,,,,11.196,0.0000168,0.0000434
13-1-2010 18:00,13-1-2010 18:00,13-1-2010 19:00,-6.468055556,13.436,0.00002082,0.00005357,10.996,0.00001583,0.00004436,,,,10.996,0.0000158,0.0000444
