50E665605BD6F64B6912DB57F4F473A7,,Versienr,1.01_G1ATST,1.01_G1ARER,1.01_G1ATOP,1.01_G2ATST,1.01_G2ARER,1.01_G2ATOP,1.01_LEEG,1.01_LEEG,1.01_LEEG,1.01_G2CTST,1.01_G2CRER,1.01_G2CTOP
,,Code,G1A_TST,G1A_RER,G1A_TOP,G2A_TST,G2A_RER,G2A_TOP,LEEG,LEEG,LEEG,G2C_TST,G2C_RER,G2C_TOP
,,Toepassingsjaar,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022

CET,CEST
,van,tot
11-03-2022 11:00,11-03-2022 10:00,11-03-2022 11:00,9.725,0.00002285,0.00004914,15.13,0.00001246,0.00003904,,,,15.13,0.00001246,0.00003904
11-03-2022 12:00,11-03-2022 11:00,11-03-2022 12:00,9.871,0.00002182,0.00004595,15.97,0.00001243,0.00003113,,,,15.97,0.00001243,0.00003113
11-03-2022 13:00,11-03-2022 12:00,11-03-2022 13:00,10.028,0.00002092,0.00004419,16.43,0.00001240,0.00002750,,,,16.43,0.00001240,0.00002750
11-03-2022 14:00,11-03-2022 13:00,11-03-2022 14:00,10.195,0.00002074,0.00003530,15.89,0.00001210,0.00003136,,,,15.89,0.00001210,0.00003136
11-03-2022 15:00,11-03-2022 14:00,11-03-2022 15:00,10.178,0.00002122,0.00003164,15.38,0.00001197,0.00002873,,,,15.38,0.00001197,0.00002873
11-03-2022 16:00,11-03-2022 15:00,11-03-2022 16:00,10.033,0.00002252,0.00003358,14.93,0.00001153,0.00002629,,,,14.93,0.00001153,0.00002629
11-03-2022 17:00,11-03-2022 16:00,11-03-2022 17:00,11.011,0.00002271,0.00003538,13.51,0.00001165,0.00002276,,,,13.51,0.00001165,0.00002276
11-03-2022 18:00,11-03-2022 17:00,11-03-2022 18:00,11.153,0.00002245,0.00005113,11.25,0.00001376,0.00002203,,,,11.25,0.00001376,0.00002203
11-03-2022 19:00,11-03-2022 18:00,11-03-2022 19:00,10.661,0.00002208,0.00004874,10.96,0.00001331,0.00003216,,,,10.96,0.00001331,0.00003216
11-03-2022 20:00,11-03-2022 19:00,11-03-2022 20:00,10.029,0.00002232,0.00004575,8.93,0.00001393,0.00003937,,,,8.93,0.00001393,0.00003937
11-03-2022 21:00,11-03-2022 20:00,11-03-2022 21:00,9.338,0.00002113,0.00004023,8.84,0.00001525,0.00003578,,,,8.84,0.00001525,0.00003578
11-03-2022 22:00,11-03-2022 21:00,11-03-2022 22:00,9.029,0.00001862,0.00002872,8.63,0.00001741,0.00003628,,,,8.63,0.00001741,0.00003628
11-03-2022 23:00,11-03-2022 22:00,11-03-2022 23:00,8.837,0.00001324,0.00002211,7.94,0.00002013,0.00003827,,,,7.94,0.00002013,0.00003827
12-03-2022 00:00,11-03-2022 23:00,12-03-2022 00:00,8.153,0.00000813,0.00001752,7.45,0.00001950,0.00003335,,,,7.45,0.00001950,0.00003335
12-03-2022 01:00,12-03-2022 00:00,12-03-2022 01:00,5.971,0.00000822,0.00002343,7.87,0.00001637,0.00002261,,,,7.87,0.00001637,0.00002261
12-03-2022 02:00,12-03-2022 01:00,12-03-2022 02:00,5.742,0.00000864,0.00001883,7.74,0.00001482,0.00001985,,,,7.74,0.00001482,0.00001985
12-03-2022 03:00,12-03-2022 02:00,12-03-2022 03:00,5.542,0.00000963,0.00001881,8.04,0.00001314,0.00001720,,,,8.04,0.00001314,0.00001720
12-03-2022 04:00,12-03-2022 03:00,12-03-2022 04:00,5.342,0.00001076,0.00001964,8.54,0.00001255,0.00001254,,,,8.54,0.00001255,0.00001254
12-03-2022 05:00,12-03-2022 04:00,12-03-2022 05:00,3.670,0.00001367,0.00003220,8.67,0.00001259,0.00001332,,,,8.67,0.00001259,0.00001332
12-03-2022 06:00,12-03-2022 05:00,12-03-2022 06:00,5.376,0.00001525,0.00002488,9.38,0.00001219,0.00001458,,,,9.38,0.00001219,0.00001458
12-03-2022 07:00,12-03-2022 06:00,12-03-2022 07:00,7.923,0.00001856,0.00001597,9.62,0.00001166,0.00002034,,,,9.62,0.00001166,0.00002034
12-03-2022 08:00,12-03-2022 07:00,12-03-2022 08:00,9.709,0.00002229,0.00002583,7.11,0.00001376,0.00003273,,,,7.11,0.00001376,0.00003273
12-03-2022 09:00,12-03-2022 08:00,12-03-2022 09:00,10.700,0.00002447,0.00004625,6.50,0.00001618,0.00003736,,,,6.50,0.00001618,0.00003736
12-03-2022 10:00,12-03-2022 09:00,12-03-2022 10:00,10.498,0.00002615,0.00005354,9.10,0.00001394,0.00005612,,,,9.10,0.00001394,0.00005612
12-03-2022 11:00,12-03-2022 10:00,12-03-2022 11:00,10.270,0.00002514,0.00005057,14.37,0.00001131,0.00005039,,,,14.37,0.00001131,0.00005039
12-03-2022 12:00,12-03-2022 11:00,12-03-2022 12:00,10.907,0.00002269,0.00004389,14.41,0.00001133,0.00004760,,,,14.41,0.00001133,0.00004760
12-03-2022 13:00,12-03-2022 12:00,12-03-2022 13:00,10.465,0.00002195,0.00004672,15.56,0.00001071,0.00003687,,,,15.56,0.00001071,0.00003687
12-03-2022 14:00,12-03-2022 13:00,12-03-2022 14:00,10.391,0.00002147,0.00003706,15.59,0.00001068,0.00003307,,,,15.59,0.00001068,0.00003307
12-03-2022 15:00,12-03-2022 14:00,12-03-2022 15:00,10.432,0.00002053,0.00003226,14.93,0.00001074,0.00003295,,,,14.93,0.00001074,0.00003295
12-03-2022 16:00,12-03-2022 15:00,12-03-2022 16:00,10.380,0.00002072,0.00003128,14.68,0.00001076,0.00002770,,,,14.68,0.00001076,0.00002770
12-03-2022 17:00,12-03-2022 16:00,12-03-2022 17:00,10.930,0.00002092,0.00003486,4.13,0.00002444,0.00005305,,,,4.13,0.00002444,0.00005305
12-03-2022 18:00,12-03-2022 17:00,12-03-2022 18:00,10.967,0.00002113,0.00004464,11.87,0.00001019,0.00002708,,,,11.87,0.00001019,0.00002708
12-03-2022 19:00,12-03-2022 18:00,12-03-2022 19:00,10.639,0.00002074,0.00004799,11.04,0.00001006,0.00002931,,,,11.04,0.00001006,0.00002931
12-03-2022 20:00,12-03-2022 19:00,12-03-2022 20:00,9.973,0.00002027,0.00005147,8.17,0.00001290,0.00003213,,,,8.17,0.00001290,0.00003213
12-03-2022 21:00,12-03-2022 20:00,12-03-2022 21:00,9.802,0.00001971,0.00003352,8.90,0.00001284,0.00002992,,,,8.90,0.00001284,0.00002992
12-03-2022 22:00,12-03-2022 21:00,12-03-2022 22:00,8.685,0.00001917,0.00002687,9.58,0.00001360,0.00002826,,,,9.58,0.00001360,0.00002826
12-03-2022 23:00,12-03-2022 22:00,12-03-2022 23:00,8.708,0.00001555,0.00001864,8.51,0.00001644,0.00003076,,,,8.51,0.00001644,0.00003076
13-03-2022 00:00,12-03-2022 23:00,13-03-2022 00:00,8.351,0.00001042,0.00001515,7.55,0.00001805,0.00003072,,,,7.55,0.00001805,0.00003072
13-03-2022 01:00,13-03-2022 00:00,13-03-2022 01:00,4.920,0.00000928,0.00003055,7.42,0.00001641,0.00002520,,,,7.42,0.00001641,0.00002520
13-03-2022 02:00,13-03-2022 01:00,13-03-2022 02:00,3.632,0.00001039,0.00002970,7.63,0.00001496,0.00002110,,,,7.63,0.00001496,0.00002110
13-03-2022 03:00,13-03-2022 02:00,13-03-2022 03:00,3.454,0.00001165,0.00002930,8.25,0.00001312,0.00001653,,,,8.25,0.00001312,0.00001653
13-03-2022 04:00,13-03-2022 03:00,13-03-2022 04:00,3.611,0.00001253,0.00002833,9.01,0.00001221,0.00001367,,,,9.01,0.00001221,0.00001367
13-03-2022 05:00,13-03-2022 04:00,13-03-2022 05:00,3.452,0.00001394,0.00003175,8.65,0.00001312,0.00001443,,,,8.65,0.00001312,0.00001443
13-03-2022 06:00,13-03-2022 05:00,13-03-2022 06:00,3.586,0.00001740,0.00003638,10.09,0.00001164,0.00001362,,,,10.09,0.00001164,0.00001362
